!konkombers	NSE konkombers
!konkomberse	NSM konkombers
!konkombersie	NSED konkombers
!konkombersies	NSMD konkombers
10e_Laan	NEE Tiende_Laan
marathon-atleet	NSE maratonatleet
marathonatlete	NSM maratonatleet
marathon-atlete	NSM maratonatleet
marathoninkopiesessie	NSE maratoninkopiesessie
marathoninkopiesessies	NSM maratoninkopiesessie
marathonloper	NSE maratonloper
marathonlopers	NSM maratonloper
marathonne	NSM maraton
marathonrekord	NSE maratonrekord
marathonrekords	NSM maratonrekord
marathons	NSM maraton
marathonsaamtrek	NSE maratonsaamtrek
marathonswem	NSE maratonswem
marathontaak	NSE maratontaak
marathontake	NSM maratontaak
marathontenniswedstryd	NSE maratontenniswedstryd
marathontenniswedstryde	NSM maratontenniswedstryd
marathontyd	NSE maratontyd
marathontye	NSM maratontyd
marathonwedloop	NSE maratonwedloop
marathonwedlope	NSM maratonwedloop
marathonwedstryd	NSE maratonwedstryd
marathonwedstryde	NSM maratonwedstryd
Marcus_Antonius	NEE Markus_Antonius
Marcus_Aurelius	NEE Markus_Aurelius
Maria-boodskap	NEE Maria-Boodskap
Mariageboorte	NEE Maria-Geboorte
Maria-verering	NSE Mariaverering
Mariental-distrik	NEE Marientaldistrik
marina-ontwikkeling	NSE marinaontwikkeling
Maritz-kommando	NEE Maritzkommando
mark-ekonomie	NSE markekonomie
mark-ekonomieë	NSM markekonomie
Markov-model	NSE markovmodel
Markov-modelle	NSM markovmodel
Markov-proses	NSE markovproses
Markov-prosesse	NSM markovproses
Maroelaboom-distrik	NEE Maroelaboomdistrik
maroela-olie	NSE maroelaolie
Mary	NEE Mary
Masai-kameelperd	NSE masaikameelperd
Masai-kameelperde	NSM masaikameelperd
Masai-stam	NSE Masaistam
masakhane-projek	NSE masakhaneprojek
masakhane-projekte	NSM masakhaneprojek
Mashona	NEE Masjona
Mashonaland	NEE Masjonaland
Mashonas	NEM Masjona
masikande-musiek	NSE masikandemusiek
masikande-musikant	NSE masikandemusikant
masikande-musikante	NSM masikandemusikant
masjienering	NSE masjinering
maskanda-musiek	NSE maskandamusiek
maskanda-musikant	NSE maskandamusikant
maskanda-musikante	NSM maskandamusikant
maskandi-musiek	NSE maskandimusiek
maskandi-musikant	NSE maskandimusikant
maskandi-musikante	NSM maskandimusikant
Masqat	NEE Maskat
massa-eenhede	NSM massaeenheid
massa-eenheid	NSE massaeenheid
massa-element	NSE massaelement
massa-elemente	NSM massaelement
massa-energieverband	NSE massaenergieverband
massa-evaluering	NSE massaevaluering
massa-evaluerings	NSM massaevaluering
massa-evalueringsbenadering	NSE massa-evalueringsbenadering
massa-hongersnood	NSE massahongersnood
massamark-artikel	NSE massamarkartikel
massamark-artikels	NSM massamarkartikel
massamiddelpunt-koördinaatstelsel	NSE massamiddelpuntkoördinaatstelsel
massamiddelpunt-koördinaatstelsels	NSM massamiddelpuntkoördinaatstelsel
massa-onderwys	NSE massaonderwys
massa-oordragbeperking	NSE massaoordragbeperking
massa-oordragbeperkinge	NSM massaoordragbeperking
massa-oordragbeperkings	NSM massaoordragbeperking
massa-oorgawe	NSE massaoorgawe
massa-oorgawes	NSM massaoorgawe
massa-opstand	NSE massaopstand
massa-opstande	NSM massaopstand
massa-optog	NSE massaoptog
massa-optogte	NSM massaoptog
massa-organisasie	NSE massaorganisasie
massa-organisasies	NSM massaorganisasie
massa-vervaardiging	NSE massavervaardiging
mastoïedektomie	NSE mastoïdektomie
mastoïedektomieë	NSM mastoïdektomie
MA-student	NSE M.A.-student
MA-studente	NSM M.A.-student
Matabele-oorlog	NEE Matabeleoorlog
Matabele-opstand	NEE Matabeleopstand
Matabele-rebellie	NEE Matabelerebellie
Matebele	NEE Matabele
Matebelekoning	NSE Matabelekoning
Matebelekonings	NSM Matabelekoning
Matebeleland	NEE Matabeleland
Matebeles	NEM Matabele
Matebelestam	NSE Matabelestam
Matebelestamme	NSM Matabelestam
Mau-Mau-opstand	NEE Mau-Mauopstand
maxim	NSE meksim
maxims	NSM meksim
Maxwell-Boltzmannverdeling	NSE maxwell-boltzmannverdeling
Maxwell-Boltzmann-verdeling	NSE maxwell-boltzmannverdeling
Maxwell-teorie	NSE maxwellteorie
Maxwell-verdeling	NSE maxwellverdeling
Maxwell-vergelyking	NSE maxwellvergelyking
Maxwell-vergelykinge	NSM maxwellvergelyking
Maxwell-vergelykings	NSM maxwellvergelyking
Mazel_tov	W mazel_tov
MBA	NSE M.B.A.
MBA-graad	NSE M.B.A.-graad
MBA-grade	NSM M.B.A.-graad
Mbasherivier	NEE M'basherivier
MBA-student	NSE M.B.A.-student
MBA-studente	NSM M.B.A.-student
MBChB	NSE M.B.Ch.B.
Mbeki-regering	NSE Mbekiregering
Mbholompo	NEE Mbolompo
Mc_Farlane-straat	NEE Mc_Farlanestraat
Mc_Gregor_Keerweg	NEE Mc_Gregorkeerweg
Mc_Gregor-keerweg	NEE Mc_Gregorkeerweg
McFarlanestraat	NEE Mc_Farlanestraat
McFarlane-straat	NEE Mc_Farlanestraat
McGregorkeerweg	NEE Mc_Gregorkeerweg
McGregor-keerweg	NEE Mc_Gregorkeerweg
McGregor-museum	NEE McGregormuseum
McLachlan-plein	NEE McLachlanplein
MCom	NSE M.Com.
MCom-graad	NSE M.Com.-graad
MCom-grade	NSM M.Com.-graad
MDiv	NSE M.Div.
MDiv-program	NSE M.Div.-program
MDiv-programme	NSM M.Div.-program
Mea_culpa	BS mea_culpa
MEd	NSE M.Ed.
medalje-kandidaat	NSE medaljekandidaat
medalje-kandidate	NSM medaljekandidaat
mede-aanbieder	NSE medeaanbieder
mede-aanbieders	NSM medeaanbieder
mede-afrigter	NSE medeafrigter
mede-afrigters	NSM medeafrigter
mede-ambassadeur	NSE medeambassadeur
mede-ambassadeurs	NSM medeambassadeur
mede-argitek	NSE medeargitek
mede-argitekte	NSM medeargitek
mede-gimganger	NSE medegimganger
mede-gimgangers	NSM medegimganger
mede-motoris	NSE medemotoris
mede-motoriste	NSM medemotoris
mede-ondertekenend	ASP medeondertekenend
mede-ondertekenende	ASA medeondertekenend
mede-onderwyser	NSE medeonderwyser
mede-onderwysers	NSM medeonderwyser
mede-ontvanger	NSE medeontvanger
mede-ontvangers	NSM medeontvanger
mede-oorsaak	NSE medeoorsaak
mede-oorsake	NSM medeoorsaak
mede-skrywer	NSE medeskrywer
mede-skrywers	NSM medeskrywer
mede-slaaf	NSE medeslaaf
mede-slawe	NSM medeslaaf
mede-stigter	NSE medestigter
mede-stigters	NSM medestigter
mede-vervaardiger	NSE medevervaardiger
mede-vervaardigers	NSM medevervaardiger
mede-vlieënier	NSE medevlieënier
mede-vlieëniers	NSM medevlieënier
mediaelite	NSE media-elite
mediaetiek	NSE media-etiek
media-gedragskode	NSE mediagedragskode
media-maatskappy	NSE mediamaatskappy
media-maatskappye	NSM mediamaatskappy
media-magnaat	NSE mediamagnaat
media-magnate	NSM mediamagnaat
media-ombudsman	NSE mediaombudsman
media-omstredenheid	NSE mediaomstredenheid
media-onderhoud	NSE mediaonderhoud
media-onderhoude	NSM mediaonderhoud
media-onderneming	NSE mediaonderneming
media-onderneminge	NSM mediaonderneming
media-ondernemings	NSM mediaonderneming
media-opleidingsprogram	NSE mediaopleidingsprogram
media-opleidingsprogramme	NSM mediaopleidingsprogram
mediese-parool-voorwaardes	NSM medieseparoolvoorwaardes
medium-groot	ASA mediumgroot	ASP mediumgroot
mediumtermyn-begroting	NSE mediumtermynbegroting
mediumtermyn-begrotings	NSM mediumtermynbegroting
mediumtermyn-begrotingsraamwerk	NSE mediumtermynbegrotingsraamwerk
MEDUNSA	NEE Medunsa
meerlaag-perseptron	NSE meerlaagperseptron
meerlaag-perseptrone	NSM meerlaagperseptron
mega-ampère	NSM megaämpère	NSE megaämpère
mega-ampères	NSM megaämpère
mega-elektronvolt	NSM megaelektronvolt	NSE megaelektronvolt
Mei_Warries-straat	NEE Mei_Warriesstraat
Mej_Heelal	NEE Mej._Heelal
Mej_Matieland	NEE Mej._Matieland
Mej_RSA	NEE Mej._RSA
Mej_SA	NEE Mej._SA
Mej_Suid-Afrika	NEE Mej._Suid-Afrika
Memento_mori	W memento_mori
mense-offer	NSE menseoffer
mense-offers	NSM menseoffer
mense-oor	NSE menseoor
mense-ore	NSM menseoor
mensereg-gebaseer	ASP mensereggebaseer
mensereg-gebaseerd	ASP mensereggebaseerd
mensereg-gebaseerde	ASA mensereggebaseer(d)
menseregte-advokaat	NSE menseregteadvokaat
menseregte-advokate	NSM menseregteadvokaat
menseregte-aktivis	NSE menseregteaktivis
menseregte-aktiviste	NSM menseregteaktivis
menseregte-groep	NSE menseregtegroep
menseregte-groepe	NSM menseregtegroep
menseregte-liggaam	NSE menseregteliggaam
menseregte-onderrig	NSE menseregteonderrig
menseregte-organisasie	NSE menseregteorganisasie
menseregte-organisasies	NSM menseregteorganisasie
menseregte-skending	NSE menseregteskending
menseregte-skendinge	NSM menseregteskending
menseregte-skendings	NSM menseregteskending
mensgenetika-teorie	NSE mensgenetikateorie
mens-genoom	NSE mensgenoom
menslikehulpbron-beplanning	NSE menslikehulpbronbeplanning
menslike-ontwikkelingsprogram	NSE menslikeontwikkelingsprogram
menslike-ontwikkelingsprogramme	NSM menslikeontwikkelingsprogram
mercatorprojeksie	NSE merkatorprojeksie
mercatorprojeksies	NSM merkatorprojeksie
Mercedes-bussie	NSE Mercedesbussie
Mercedes-bussies	NSM Mercedesbussie
merceriseer	VTHOG merseriseer
Mercurius	NEE Merkurius
merovinger	NEE Merowinger
Merovinger	NEE Merowinger
merovingers	NEM Merowinger
Merovingers	NEM Merowinger
merovingies	ASP Merowingies
Merovingies	ASP Merowingies
merovingiese	ASA Merowingies
Merovingiese	ASA Merowingies
merowinger	NEE Merowinger
merowingers	NEM Merowinger
merowingies	ASP Merowingies
merowingiese	ASA Merowingies
mesenkiemaal	ASP mesenchimaal
mesenkiemale	ASA mesenchimaal
mes-en-vurk-laai	NSE mes-en-vurklaai
mes-en-vurk-laaie	NSM mes-en-vurklaai
Mesosoïkum-era	NEE Mesosoïkumera
Mesosoïkum-periode	NEE Mesosoïkumperiode
Messiaans	ASP messiaans
Messiaanse	ASA messiaans
Messier-katalogus	NEE Messierkatalogus
Met_behulp_van	SVS met_behulp_van
Met_dapper_en_stapper	BS met_dapper_en_stapper
Met_dien_verstande	BS met_dien_verstande
Met_horte_en_stote	BS met_horte_en_stote
Met_inbegrip_van	SVS met_inbegrip_van
Met_lede_oë	BS met_lede_oë
Met_name	BS met_name
meta-analise	NSE metaänalise
metamfetamien-verslawing	NSE metamfetamienverslawing
meta-toestand	NSE metatoestand
meta-toestande	NSM metatoestand
meter-taxi	NSE metertaxi
meter-taxi's	NSM metertaxi
metgeselster	NSE metgesel-ster
metgeselsterre	NSM metgesel-ster
methode_champenoise	NSE méthode_champenoise
Methode_champenoise	NSE méthode_champenoise
Méthode_champenoise	NSE méthode_champenoise
mêtjie-stokkie	NSE mêtjiestokkie
mêtjie-stokkies	NSM mêtjiestokkie
metode-ontwikkeling	NSE metodeontwikkeling
metrologie-laboratorium	NSE metrologielaboratorium
Metrorail-trein	NSE Metrorailtrein
Metrorail-treine	NSM Metrorailtrein
Mexikaan	NEE Meksikaan
Mexikaans	ASP Meksikaans
Mexikaanse	ASA Meksikaans
Mexikane	NEM Meksikaan
Mexiko	NEE Meksiko
Mexikostad	NEE Meksikostad
meze	NSM mezze
Mezza_voce	BS mezza_voce
Mezzo_forte	BS mezzo_forte
Mezzo_piano	BS mezzo_piano
Mfecane-konflik	NSE Mfecanekonflik
Mfecane-konflikte	NSM Mfecanekonflik
Mfolozirivier	NEE Umfolozirivier
Mgwali-rivier	NEE Mgwalirivier
miau	VTHOG miaau	NSE miaau
miauend	ASP miaauend
miauende	ASA miaauend
miaus	NSM miaau
miautjie	NSED miaau
miautjies	NSMD miaau
Michael_Brink-weg	NEE Michael_Brinkweg
Michelin-ster	NSE Michelinster
Michelin-sterre	NSM Michelinster
Michelle_McLean-straat	NEE Michelle_McLeanstraat
Michell's-pas	NEE Michellspas
middelafstand-kampioen	NSE middelafstandkampioen
middelafstand-kampioene	NSM middelafstandkampioen
Middelbronstyd	NEE Middel-Bronstyd
Middelbronstydperk	NEE Middel-Bronstydperk
Middeleeus	ASP middeleeus
Middeleeuse	ASA middeleeus
Middel-Egipties	NEE Middelegipties
Middel-Engels	ASP Middelengels	NEE Middelengels
Middel-Engelse	ASA Middelengels
Middel-Hoogduits	ASP Middelhoogduits	NEE Middelhoogduits
Middel-Hoogduitse	ASA Middelhoogduits
Middel-Steentyd	NEE Middelsteentyd
mid-dertigs	NSM middertigs
mid-oseaanrif	NSE midoseaanrif
mid-oseaanriwwe	NSM midoseaanrif
mielie-aanplanting	NSE mielieaanplanting
mielie-aanplantinge	NSM mielieaanplanting
mielie-aanplantings	NSM mielieaanplanting
mielie-oes	NSE mielieoes
mielie-oeste	NSM mielieoes
migraine-aanval	NSE migraineaanval
migraine-aanvalle	NSM migraineaanval
migrasie-agtergrond	NSE migrasieagtergrond
mika-agtig	ASP mikaägtig
mika-agtige	ASA mikaägtig
mik-en-druk-kamera	NSE mik-en-drukkamera
mik-en-druk-kameras	NSM mik-en-drukkamera
mikro-anatomie	NSE mikroanatomie
mikrobiologie-laboratoria	NSM mikrobiologielaboratorium
mikrobiologie-laboratorium	NSE mikrobiologielaboratorium
mikrobiologie-laboratoriums	NSM mikrobiologielaboratorium
mikro-elektronika	NSE mikroëlektronika
mikro-element	NSE mikroëlement
mikro-elemente	NSM mikroëlement
mikrofiche-apparaat	NSE mikroficheapparaat
mikrofiche-apparate	NSM mikroficheapparaat
mikro-ohm	NSE mikroöhm	NSM mikroöhm
mikro-ohms	NSM mikroöhm
mikro-omgewing	NSE mikroömgewing
mikro-onderneming	NSE mikroönderneming
mikro-onderneminge	NSM mikroönderneming
mikro-ondernemings	NSM mikroönderneming
mikro-organisme	NSE mikroörganisme
mikro-organismes	NSM mikroörganisme
mikrorekenaar-argitektuur	NSE mikrorekenaarargitektuur
Min_of_meer	BS min_of_meer
Minderbroeder	NSE minderbroeder
Minderbroeders	NSM minderbroeder
MIng-registrasie	NSE M.Ing.-registrasie
minibus-ongeluk	NSE minibusongeluk
minibus-ongelukke	NSM minibusongeluk
mini-doen-dit-self-handleiding	NSE mini-doen-dit-selfhandleiding
mini-doen-dit-self-handleidings	NSM mini-doen-dit-selfhandleiding
mini-gravitasiekolk	NSE minigravitasiekolk
mini-gravitasiekolke	NSM minigravitasiekolk
minimum-drempel	NSE minimumdrempel
mini-orgaan	NSE miniorgaan
mini-organe	NSM miniorgaan
Minnie_Hofmeyr_Kollege	NEE Minnie_Hofmeyrkollege
Minnie_Hofmeyr-kollege	NEE Minnie_Hofmeyrkollege
Minnie_Hofmeyr-Kollege	NEE Minnie_Hofmeyrkollege
MInstAgrar	NSE M.Inst.Agrar.
MINTEK	NEE Mintek
minutieus	ASP minusieus	BS minusieus
minutieuse	ASA minusieus
minutieuser	AV minusieus
minutieusste	AO minusieus
minyan	NSE minjan
Mira-ster	NSE Miraster
Mira-sterre	NSM Miraster
Mira-veranderlike	NSE Miraveranderlike
Mira-veranderlikes	NSM Miraveranderlike
misdaad-brandpunt	NSE misdaadbrandpunt
misdaad-brandpunte	NSM misdaadbrandpunt
misdaadriller-reeks	NSE misdaadrillerreeks
misdaadriller-reekse	NSM misdaadrillerreeks
misterie-godsdiens	NSE misteriegodsdiens
misterie-godsdienste	NSM misteriegodsdiens
Mithras	NEE Mitras
Mithridates	NEE Mitridates
Mitiline	NEE Mutilene
Mits_dese	BS mits_dese
MMed	NSE M.Med.
MMed-graad	NSE M.Med.-graad
MMed-program	NSE M.Med.-program
MMed-programme	NSM M.Med.-program
MMus	NSE M.Mus.
Mnyolo-rivier	NEE Mnyolorivier
mode-artikel	NSE modeartikel
mode-artikels	NSM modeartikel
mode-fotosessie	NSE modefotosessie
mode-fotosessies	NSM modefotosessie
Model_A-skole	NSM model_A-skool
Model_A-skool	NSE model_A-skool
Model_B-skole	NSM model_B-skool
Model_B-skool	NSE model_B-skool
Model_C-skole	NSM model_C-skool
Model_C-skool	NSE model_C-skool
Model_D-skole	NSM model_D-skool
Model_D-skool	NSE model_D-skool
model-evaluering	NSE modelevaluering
module-onderwerp	NSE moduleonderwerp
module-onderwerpe	NSM moduleonderwerp
Modus_operandi	NSE modus_operandi
Modus_vivendi	NSE modus_vivendi
moeder-kind-oordrag	NSE moeder-kindoordrag
moeder-owerste	NSE moederowerste
moeder-owerstes	NSM moederowerste
Moedersdag-promosie	NSE Moedersdagpromosie
moer-uit	BS moeruit
moesliem-herkoms	NSE moesliemherkoms
moesliem-herkomste	NSM moesliemherkoms
moesliem-invloed	NSE moeslieminvloed
moesliem-invloede	NSM moeslieminvloed
moetleesboek	NSE moet-lees-boek
moetlees-boek	NSE moet-lees-boek
moetleesboeke	NSM moet-lees-boek
moetlees-boeke	NSM moet-lees-boek
Mogadishu	NEE Mogadisjoe
Mohlapitse-rivier	NEE Mohlapitserivier
Molefe_Makinta-straat	NEE Molefe_Makintastraat
Mombasa	NEE Mombassa
Monagask	NEE Monegask
Monagaske	NEM Monegask
Monagaskies	ASP Monegaskies
Monagaskiese	ASA Monegaskies
monnik-aasvoël	NSE monnikaasvoël
monnik-aasvoëls	NSM monnikaasvoël
Mont_Rose-laan	NEE Mont_Roselaan
Mont_Vue-laan	NEE Mont_Vuelaan
Montagu-grot	NEE Montagugrot
Montagu-warmbron	NEE Montaguwarmbron
Montagu-warmwaterbron	NEE Montaguwarmwaterbron
Monte_Cristo-laan	NEE Monte_Cristolaan
Montessori-metode	NSE Montessorimetode
Mopani-saal	NEE Mopanisaal
Morpheus	NEE Morfeus
mors-af	ASA morsaf	ASP morsaf	BS morsaf
Morse-alfabet	NSE Morsealfabet
Moses_Mabhida-stadion	NEE Moses_Mabhidastadion
Moses_Tjitindero-straat	NEE Moses_Tjitinderostraat
Moshoeshoe	NEE Mosjwesjwe
moskee-aanval	NSE moskeeaanval
moskee-aanvalle	NSM moskeeaanval
Moskou-georiënteer	ASP Moskougeoriënteer
Moskou-georiënteerde	ASA Moskougeoriënteer(d)
Moslem_Juridiese_Raad	NEE Moslem-_Juridiese_Raad
moslem-bevolking	NSE moslembevolking
Moslem-bevolking	NSE moslembevolking
moslem-fundamentalisties	ASP moslemfundamentalisties
moslem-fundamentalistiese	ASA moslemfundamentalisties
moslem-heilige	NSE moslemheilige
moslem-heiliges	NSM moslemheilige
moslem-koninkryk	NSE moslemkoninkryk
moslem-koninkryke	NSM moslemkoninkryk
moslem-mens	NSE moslemmens
moslem-mense	NSM moslemmens
moslem-oorheersing	NSE moslemoorheersing
moslem-woning	NSE moslemwoning
moslem-wonings	NSM moslemwoning
Mosoel	NEE Mossoel
motorneuronsiekte-lyer	NSE motorneuronsiektelyer
motorneuronsiekte-lyers	NSM motorneuronsiektelyer
Mouillepunt-promenade	NEE Mouillepuntpromenade
Mount_Joy-laan	NEE Mount_Joylaan
mou-ophouer	NSE mouophouer
mou-ophouers	NSM mouophouer
mouser	NSE mauser
mousers	NSM mauser
mousolea	NSM mausoleum
mousoleum	NSE mausoleum
mousoleums	NSM mausoleum
MPhil	NSE M.Phil.
MPhil-graad	NSE M.Phil.-graad
MPhil-graadprogram	NSE M.Phil.-graadprogram
MPhil-graadprogramme	NSM M.Phil.-graadprogram
MPhil-program	NSE M.Phil.-program
MPhil-programme	NSM M.Phil.-program
MPhil-student	NSE M.Phil.-student
MPhil-studente	NSM M.Phil.-student
Mpumalanga-provinsie	NEE Mpumalangaprovinsie
MSc	NSE M.Sc.
MScAgric	NSE M.Sc.Agric.
MTech	NSE M.Tech.
MTh	NSE M.Th.
MTh-program	NSE M.Th.-program
MTh-programme	NSM M.Th.-program
muchammadaans	ASP moegammadaans
muchammadaanse	ASA moegammadaans
mufti	NSE moefti
mufti's	NSM moefti
Mugabe-regering	NSE Mugaberegering
mugu	NSE moegoe
mugu's	NSM moegoes
Mukwe-distrik	NEE Mukwedistrik
multi-dimensioneel	ASP multidimensioneel
multi-dimensionele	ASA multidimensioneel
multi-dissiplinêr	ASP multidissiplinêr
multi-dissiplinêre	ASA multidissiplinêr
multi-lateralisme	NSE multilateralisme
multimedia-boodskapdiens	NSE multimediaboodskapdiens
multimedia-boodskapdienste	NSM multimediaboodskapdiens
multimedia-kunstenaar	NSE multimediakunstenaar
multimedia-kunstenaars	NSM multimediakunstenaar
multistelsel-sindroom	NSE multistelselsindroom
Mumbai	NEE Moembai
Mumbaier	NEE Moembaier
Mumbaiers	NEM Moembaier
Mumbais	ASP Moembais
Mumbaise	ASA Moembais
muon-neutrino	NSE muonneutrino
muon-neutrino's	NSM muonneutrino
Musica-winkel	NSE Musicawinkel
Musica-winkels	NSM Musicawinkel
musiek-onderrig	NSE musiekonderrig
Musiek-onderrig	NSE musiekonderrig
muskadel-wingerd	NSE muskadelwingerd
muskadel-wingerde	NSM muskadelwingerd
Mutatis_mutandis	BS mutatis_mutandis
muti	NSE moetie
Muvoti	NEE uMvoti
Myn_en_dyn	NSE myn_en_dyn
mynbou-afdeling	NSE mynbouafdeling
mynbou-aktiwiteit	NSE mynbouaktiwiteit
mynbou-aktiwiteite	NSM mynbouaktiwiteit
mynbouingenieur	NSE mynbou-ingenieur
mynbouingenieurs	NSM mynbou-ingenieur
mynbou-oplewing	NSE mynbouoplewing
mynbou-reus	NSE mynboureus
mynbou-reuse	NSM mynboureus
Myns_insiens	BS myns_insiens
mynwater-storting	NSE mynwaterstorting
mynwater-stortinge	NSM mynwaterstorting
mynwater-stortings	NSM mynwaterstorting
Mytiline	NEE Mutilene
Ná	KO na	SVS na
Na_behore	BS na_behore
Na_Christus	BS na_Christus
Na_dese	BS na_dese
ná_dese	BS na_dese
Ná_dese	BS na_dese
Na_gelang	KO na_gelang
Na_verluid	BS na_verluid
Na_vore	BS na_vore
Naaim_de_Vos-straat	NEE Naaim_de_Vosstraat
Naaim_De_Vosstraat	NEE Naaim_de_Vosstraat
Naaim_De_Vos-straat	NEE Naaim_de_Vosstraat
naelloop-atleet	NSE naelloopatleet
naelloop-atlete	NSM naelloopatleet
naeltjie-olie	NSE naeltjieolie
nagmerrie-ondervinding	NSE nagmerrieondervinding
nagmerrie-ondervindings	NSM nagmerrieondervinding
na-homeries	ASP nahomeries
ná-homeries	ASP nahomeries
na-homeriese	ASA nahomeries
ná-homeriese	ASA nahomeries
na-klassiek	ASP naklassiek
ná-klassiek	ASP naklassiek
na-klassieke	ASA naklassiek
ná-klassieke	ASA naklassiek
Naln	NEE NALN
Nama-gemeenskap	NSE Namagemeenskap
Nama-gemeenskappe	NSM Namagemeenskap
Namakwa-padloper	NSE namakwapadloper
Namakwa-padlopers	NSM namakwapadloper
Nama-volksmoord	NEE Namavolksmoord
Namibië-kleure	NSM Namibiëkleure
Namibiese_Kollege_vir_Ope-_en_Afstandsonderrig	NEE Namibiese_Kollege_vir_Ope_en_Afstandsonderrig
Namibiese_Medisyne_Beheerraad	NEE Namibiese_Medisynebeheerraad
Namib-woestyn	NEE Namibwoestyn
Nana_Sita-straat	NEE Nana_Sitastraat
na-oes	NSE naoes
na-oes-hantering	NSE naoeshantering
na-oeste	NSM naoes
na-oorlogs	ASP naoorlogs
na-oorlogse	ASA naoorlogs
na-operatief	ASP naoperatief
na-operatiewe	ASA naoperatief
narcis	NSE narsis
narcisme	NSE narsisme
narcissis	NSE narsissis
narcissisme	NSE narsissisme
narcissiste	NSM narsissis
narcissisties	ASP narsissisties	BS narsissisties
narcissistiese	ASA narsissisties
narciste	NSM narsis
narcisties	ASP narsisties	BS narsisties
narcistiese	ASA narsisties
narkose-verwant	ASP narkoseverwant
narkose-verwante	ASA narkoseverwant
NASA	NEE Nasa
Nasgwu	NEE NASGWU
nasionaal-sosialis	NSE nasionaalsosialis
nasionaal-sosialisme	NSE nasionaalsosialisme
nasionaal-sosialiste	NSM nasionaalsosialis
nasionaal-sosialisties	ASP nasionaalsosialisties
nasionaal-sosialistiese	ASA nasionaalsosialisties
Naspers-direksie	NSE Naspersdireksie
Naspers-joernalis	NSE Naspersjoernalis
Naspers-joernaliste	NSM Naspersjoernalis
natrium-bikarbonaat	NSE natriumbikarbonaat
naturelle-opperhoof	NSE naturelleopperhoof
naturelle-opperhoofde	NSM naturelleopperhoof
naturelle-reservaat	NSE naturellereservaat
naturelle-reservate	NSM naturellereservaat
natuurkunde-onderwys	NSE natuurkundeonderwys
natuurwetenskappe-olimpiade	NSE natuurwetenskappeolimpiade
natuurwetenskappe-olimpiades	NSM natuurwetenskappeolimpiade
natuurwetenskappe-onderrig	NSE natuurwetenskappeonderrig
natuurwetenskappe-onderwys	NSE natuurwetenskappeonderwys
nauurs	ASP na-uurs
nauurse	ASA na-uurs
Navorsings-instituut_vir_Veeartsenykunde	NEE Navorsingsinstituut_vir_Veeartsenykunde
Naxos	NEE Naksos
Ndebele-kuns	NSE Ndebelekuns
Ne_plus_ultra	BS ne_plus_ultra
Neanderdal-baba	NSE Neanderdalbaba
Neanderdal-babas	NSM Neanderdalbaba
Neanderdal-bevolking	NSE Neanderdalbevolking
Neanderdal-bevolkinge	NSM Neanderdalbevolking
Neanderdal-bevolkings	NSM Neanderdalbevolking
Neanderdal-eienskap	NSE Neanderdaleienskap
Neanderdal-eienskappe	NSM Neanderdaleienskap
Neanderdal-fossiel	NSE Neanderdalfossiel
Neanderdal-fossiele	NSM Neanderdalfossiel
Neanderdal-gebied	NSE Neanderdalgebied
Neanderdal-gebiede	NSM Neanderdalgebied
Neanderdal-geen	NSE Neanderdalgeen
Neanderdal-gene	NSM Neanderdalgeen
Neanderdal-kind	NSE Neanderdalkind
Neanderdal-kinders	NSM Neanderdalkind
Neanderdal-mens	NEE Neanderdalmens
Neanderdal-mense	NEM Neanderdalmens
Neandertal-mens	NEE Neandertalmens
Neandertal-mense	NEM Neandertalmens
Nec_plus_ultra	BS nec_plus_ultra
neë	NSE nege	THAB nege
neëdaags	ASP negedaags
neëdaagse	ASA negedaags
neëdubbel	ASP negedubbel
neëdubbeld	ASP negedubbeld
neëdubbelde	ASA negedubbeld
neëdubbele	ASA negedubbel
neë-en-dertig	THAB nege-en-dertig
neë-en-dertigste	TRAB nege-en-dertigste
neë-en-neëntig	THAB nege-en-neëntig
neë-en-neëntigste	TRAB nege-en-neëntigste
neë-en-sestig	THAB nege-en-sestig
neë-en-sestigste	TRAB nege-en-sestigste
neë-en-sewentig	THAB nege-en-sewentig
neë-en-sewentigste	TRAB nege-en-sewentigste
neë-en-tagtig	THAB nege-en-tagtig
neë-en-tagtigste	TRAB nege-en-tagtigste
neë-en-twintig	THAB nege-en-twintig
neë-en-twintigste	TRAB nege-en-twintigste
neë-en-veertig	THAB nege-en-veertig
neë-en-veertigste	TRAB nege-en-veertigste
neë-en-vyftig	THAB nege-en-vyftig
neë-en-vyftigste	TRAB nege-en-vyftigste
neëhoek	NSE negehoek
neëhoeke	NSM negehoek
neëhoekig	ASP negehoekig
neëhoekige	ASA negehoekig
neëjarig	ASP negejarig
neëjarige	ASA negejarig	NSE negejarige
neëjariges	NSM negejarige
Neëntiendestraat	NEE Neëntiende_Straat
neëponder	NSE negeponder
neëponders	NSM negeponder
neës	NSM nege
neëtal	NSE negetal
neëtalle	NSM negetal
neëtallig	ASP negetallig
neëtallige	ASA negetallig
neë-uur	BS nege-uur	NSE nege-uur
neëvoud	NSE negevoud
neëvoude	NSM negevoud
neëvoudig	ASP negevoudig
neëvoudige	ASA negevoudig
Negendelaan	NEE Negende_Laan
negenoë	NSM negeoog
negenoog	NSE negeoog
Negentiendestraat	NEE Negentiende_Straat
nekaf	ASA nek-af
Nelson_Mandela_Stigting	NEE Nelson_Mandelastigting
